surname,customer_id,country,age,gender,balance,num_products,tenure,credit_card,active_member,credit_score,salary,churn
Wright,15702571,Germany,35,Female,151958.19,3,1,1,1,778,131238.37,1
Calabresi,15627365,France,46,Male,0,2,0,1,1,732,184350.78,0
Johnson,15748499,Germany,33,Male,118400.91,1,4,0,1,550,13999.64,1
Lucchesi,15598614,Spain,20,Male,0,2,8,1,0,790,168152.76,0
Galgano,15668889,Germany,43,Female,116322.27,4,2,1,0,665,35640.12,1
Grigoryeva,15800049,Spain,43,Female,0,1,5,1,1,728,120088.17,0
Raymond,15583724,Spain,29,Female,0,2,4,1,1,645,74346.11,0
Paterson,15622083,Germany,30,Male,143138.91,2,6,1,0,647,2955.46,0
Genovese,15645571,Spain,32,Male,0,2,4,0,1,596,146504.35,0
Martin,15598266,France,40,Male,0,1,9,1,1,610,149602.54,0
Moretti,15667934,France,36,Male,129804.17,1,0,1,0,512,53020.9,0
Leckie,15569682,Germany,37,Male,108308.11,1,9,1,0,768,41788.25,1
Lane,15772941,Germany,30,Male,110153.27,1,3,0,1,666,74849.46,0
Brodney,15586174,Germany,30,Female,116377.48,1,4,1,1,700,134417.31,0
Angelo,15803682,Germany,37,Female,117791.06,2,10,1,1,651,75837.58,0
Millar,15627328,Spain,26,Female,0,2,2,1,1,542,54869.54,0
Balashov,15717065,France,35,Female,105419.73,1,8,1,0,686,35356.46,0
Afanasyev,15602456,Germany,47,Female,99219.47,2,4,1,1,850,122141.13,0
Chialuka,15721569,Germany,55,Female,119327.93,1,8,0,1,658,119439.66,0
Yermolayev,15573798,France,36,Female,83947.12,2,6,1,0,448,81999.53,0
Tien,15638272,Spain,32,Male,99883.16,1,4,1,1,609,120594.85,0
Lucchesi,15799859,France,50,Male,165438.26,1,4,1,0,704,120770.75,1
Lai,15599152,France,31,Male,156111.24,1,1,0,0,698,134790.74,0
Bates,15737909,France,44,Male,111095.58,2,2,1,0,759,100137.7,0
Saunders,15646190,France,56,Female,119963.45,1,0,0,0,677,158325.87,1
Chukwuemeka,15711249,Spain,22,Male,0,2,4,1,0,544,70007.67,0
Meagher,15671987,Spain,35,Male,153137.74,1,8,1,0,567,88659.07,0
Golubeva,15812766,Spain,40,Male,156111.08,1,6,0,0,490,190889.13,0
Collier,15778589,France,34,Male,113014.7,2,7,1,1,626,56646.28,0
Chan,15750104,Germany,43,Male,132615.73,2,5,1,0,718,32999.1,0
Chen,15784526,France,44,Male,102016.38,1,5,0,1,616,178235.37,1
Wright,15646563,France,35,Female,0,1,9,0,1,772,25448.31,0
Cocci,15744423,France,32,Male,0,2,5,1,0,561,84871.99,0
Williams,15593694,France,49,Male,0,2,8,0,0,814,157822.54,0
McGuffog,15785367,France,56,Female,0,1,4,0,0,651,84383.22,1
Chukwujamuike,15687765,Germany,42,Female,80380.24,1,4,1,0,538,119216.46,0
Scott,15789014,France,26,Female,108909.12,1,6,1,0,600,82547.01,0
Bell,15703177,France,35,Female,90865.8,1,2,1,1,654,86764.46,0
Olisaemeka,15660263,France,40,Male,99799.76,2,4,1,0,622,197372.13,0
Napolitani,15776545,France,28,Male,200724.96,1,10,0,1,682,82872.64,1
Sargood,15683276,Spain,37,Female,140363.95,2,10,1,1,610,129563.86,0
Harrington,15599272,France,36,Female,151844.64,1,1,1,1,795,135388.89,0
Sutherland,15589541,France,27,Female,0,2,2,0,1,557,4497.55,0
Allan,15608804,Germany,49,Male,133231.48,1,8,1,1,824,67885.37,0
Folliero,15645820,France,27,Male,0,2,7,1,0,698,111471.55,0
Mordvinova,15659031,France,36,Female,126598.99,2,8,1,1,630,134407.93,0
Schofield,15790113,Germany,71,Female,113317.1,1,6,1,0,609,108258.22,1
Williams,15652289,France,47,Male,0,2,4,1,0,694,197528.62,0
Baird,15605341,France,58,Female,93173.88,1,8,1,1,681,139761.25,0
Whitehouse,15697844,Spain,32,Female,0,1,10,1,0,721,136119.96,1
Thompson,15652048,Germany,44,Male,105007.31,2,7,1,1,563,197812.16,0
Ogochukwu,15587038,Spain,32,Female,0,1,2,1,1,654,51972.92,1
Niu,15660528,Spain,27,Male,0,2,4,1,0,659,99341.87,0
Okoli,15700300,Germany,44,Female,131593.85,1,4,0,1,674,171345.02,1
Lorenzen,15642001,Germany,44,Male,119530.52,1,9,1,0,576,119056.68,1
Okechukwu,15580366,Germany,54,Male,118614.6,2,4,1,1,566,172601.62,0
Anderson,15657228,Germany,37,Male,95829.13,2,9,0,1,545,104936.88,0
Ku,15729377,France,36,Male,0,2,1,1,1,798,159044.1,0
Kung,15686913,France,38,Male,0,1,0,1,0,757,83263.06,0
Lu,15631267,France,50,Male,153590.73,2,6,1,1,641,130910.78,0
Trevisano,15632275,France,29,Male,0,1,2,1,0,718,126336.72,0
Onwubiko,15715907,France,64,Male,113109.52,1,9,1,0,699,27980.8,1
Vidler,15764841,France,35,Female,130557.24,1,0,1,1,623,47880.71,0
Shen,15748649,France,40,Male,93183.19,1,8,1,0,644,73882.49,0
McGregor,15771409,France,58,Male,151933.63,1,7,1,0,586,162960.05,1
Nnamdi,15779207,Germany,30,Male,125495.64,2,2,1,1,500,68807.47,0
Castiglione,15814116,France,42,Female,0,2,7,1,0,583,144039.05,0
Bergamaschi,15665087,Germany,26,Female,118547.72,1,8,1,1,595,151192.18,0
Allingham,15611189,Spain,43,Male,97792.21,1,1,0,0,670,120225.62,0
Stelzer,15729718,France,41,Male,0,3,6,0,0,610,56118.81,1
Rubin,15733602,Spain,72,Female,0,2,2,0,1,814,130853.03,0
Ho,15620103,France,40,Female,167181.01,1,8,1,1,660,185156.94,0
Watson,15770406,Germany,35,Male,121355.19,1,9,0,1,580,35671.45,0
Perry,15800554,France,81,Female,0,2,1,1,1,850,59568.24,0
Sun,15611409,Spain,35,Male,0,2,0,0,0,676,139911.58,0
Harrell,15646535,France,46,Male,113226.47,1,5,1,0,578,56770.76,0
Robson,15575430,France,33,Female,118392.75,1,1,1,1,579,157564.75,0
Wilson,15711299,Germany,52,Female,145262.54,1,8,0,1,711,131473.31,0
Kelechi,15642063,France,40,Male,163505.16,1,6,0,0,692,90424.09,0
Bates,15706602,Spain,33,Female,118114.28,2,1,0,1,760,156660.21,0
Eberegbulam,15592773,Germany,51,Female,108449.23,3,0,0,0,630,88372.69,1
Olisaemeka,15786539,France,32,Male,0,2,1,1,1,808,46200.71,0
Davey,15737542,Germany,36,Female,103294.56,1,10,1,0,611,160548.12,0
De Luca,15590234,France,42,Female,0,1,1,1,0,697,1262.83,1
Ho,15773776,France,38,Female,0,1,6,1,1,655,188639.28,0
Vasiliev,15728082,Spain,28,Male,0,2,6,1,0,601,14665.28,0
Smith,15609987,France,42,Male,119919.12,1,2,1,0,755,156868.21,0
Sung,15735330,France,37,Male,0,1,1,1,0,553,30461.55,0
White,15649430,France,28,Male,0,2,4,1,1,723,123885.88,0
Wang,15768777,Spain,34,Female,0,2,4,1,1,507,60688.38,0
Davide,15777893,France,43,Male,0,2,1,1,0,777,21785.91,0
Nnamdi,15791326,France,34,Male,0,1,3,0,0,566,188135.69,0
Welsh,15615176,France,26,Male,0,2,7,1,0,732,154364.66,0
Sousa,15735221,France,42,Female,0,2,10,1,0,697,61312.15,0
Andrews,15617991,France,29,Male,128744.04,1,4,1,1,555,47454.93,0
Chiawuotu,15658504,Germany,62,Female,137727.34,2,9,0,1,584,121102.9,0
Thomson,15785705,Germany,44,Female,106731.58,1,10,1,0,705,137419.87,1
Carpenter,15801817,France,38,Female,123544.21,1,7,1,1,688,157664.02,0
Yefimova,15752578,France,37,Female,133968.96,2,2,1,0,626,148689.65,0
Ma,15781574,Spain,76,Male,126534.6,1,9,1,1,636,39789.62,0
Black,15792107,Spain,35,Female,0,1,8,1,1,719,165162.4,0
Obijiaku,15569917,Spain,30,Male,87609.68,2,6,0,0,706,137674.55,1
King,15721504,Spain,41,Male,0,2,3,1,0,731,101371.72,0
Miller,15757306,Spain,49,Male,0,3,3,1,1,738,65066.48,1
Chin,15647295,France,34,Male,0,2,9,1,0,426,107876.91,0
Cox,15642098,Spain,36,Female,108960,2,0,1,0,622,111180.3,1
Wallace,15696120,Spain,30,Female,0,2,2,1,0,701,115650.63,0
Price,15675176,France,51,Male,144953.31,1,6,1,1,512,165035.17,0
Yuan,15700046,France,41,Male,103544.88,2,4,1,0,635,193746.55,0
Mullen,15782089,France,33,Male,0,1,6,1,0,685,58458.26,0
Howell,15706394,France,53,Male,0,2,7,0,1,609,52332.85,0
McIntosh,15759387,Germany,38,Male,101487.18,1,1,1,1,598,75959.1,1
Clifton,15623369,France,52,Male,105355.81,1,10,1,0,708,123.07,1
Okwuoma,15732943,Spain,36,Male,77967.5,1,4,1,0,574,167066.95,1
Chidiebere,15750545,France,44,Male,0,4,5,0,0,629,117572.59,1
Fan,15809909,Spain,54,Female,0,2,4,1,1,422,7166.71,0
Onyemauchechukwu,15642448,Spain,28,Male,120047.77,1,8,1,1,656,137173.39,0
Harker,15791944,France,32,Male,175464.85,3,7,1,0,697,116442.42,1
Bolton,15768342,France,52,Male,79475.3,3,8,1,1,718,32421.32,1
Lazarev,15567919,Germany,37,Male,167735.69,2,8,0,1,586,104665.79,0
Alexeyeva,15674750,Spain,37,Female,0,2,8,1,0,481,44215.86,0
Stevens,15778345,France,33,Female,74385.98,1,1,1,0,749,20164.47,0
Glover,15687634,Germany,49,Male,94754,1,5,1,1,561,26691.31,0
Ibekwe,15666096,Spain,27,Male,0,1,4,0,1,676,107955.67,0
Paterson,15581700,Germany,43,Male,86920.86,1,3,1,1,615,150048.37,0
Marsh,15656417,France,39,Female,132077.48,2,1,1,0,582,192255.15,0
Reeves,15649101,France,40,Male,127847.86,1,10,0,0,601,173245.68,0
Rees,15781975,France,34,Male,0,1,3,0,1,708,121457.88,1
Hanson,15700511,Germany,42,Male,176702.36,2,9,1,1,708,104804.74,0
Onwughara,15770255,Germany,33,Female,83555.58,1,10,0,0,797,69767.14,0
Odinakachukwu,15643574,France,26,Male,0,2,8,1,0,682,178373.43,0
Huang,15595010,Spain,39,Female,0,2,9,0,0,694,99924.04,0
Trevisani,15580579,France,40,Female,0,1,1,1,1,490,49594.19,1
Dale,15748532,Spain,42,Male,0,1,10,1,1,828,186071.14,0
Pavlova,15773789,Spain,38,Female,96858.35,1,7,1,0,594,77511.45,0
Meng,15600027,Spain,33,Male,0,2,1,1,1,579,54816.57,0
Dean,15620832,France,35,Female,0,2,0,0,1,723,61290.99,0
Chiganu,15568819,Germany,42,Female,132796.04,3,8,1,1,619,191821.35,1
Lung,15748691,Spain,30,Female,154970.54,1,1,0,1,794,156768.45,0
Donaldson,15583552,Germany,44,Male,88902.21,1,3,1,0,674,73731.32,0
Li Fonti,15588019,France,28,Male,98738.92,1,7,1,0,418,122190.22,0
Izmailova,15713250,France,33,Male,0,2,8,1,1,502,123509.01,0
Walker,15569595,France,50,Female,0,1,6,1,0,678,8199.5,0
Nnonso,15794868,Germany,40,Male,137456.28,2,10,1,1,599,14113.11,0
Stevenson,15576680,France,29,Male,0,2,4,0,0,736,51705.01,0
Schnaars,15613699,France,60,Female,73937.02,1,7,1,0,430,161937.62,1
Geoghegan,15609758,France,45,Female,158621.04,1,7,1,0,537,120892.96,1
Ilyina,15762392,Spain,30,Male,113257.2,1,1,1,1,683,65035.02,0
Muir,15693382,France,31,Male,0,1,9,0,1,828,164257.37,0
Gardener,15791769,France,29,Female,116536.43,1,9,1,0,691,51987.99,0
Chidi,15712483,Spain,28,Female,0,2,4,1,0,608,10899.63,1
Fu,15636454,France,60,Female,101070.69,1,6,1,0,691,177355.8,1
Sun,15710138,Spain,39,Male,0,2,6,0,1,718,63889.1,0
Ting,15571571,Germany,31,Female,127331.46,3,3,1,1,680,176433.6,0
Ashton,15638751,Spain,41,Female,0,2,5,1,0,838,81313.51,0
Uwakwe,15598574,Spain,31,Female,0,2,5,0,1,695,13998.88,0
Vassiliev,15796787,France,46,Male,105969.42,1,0,1,0,681,5771.56,0
Kazakova,15615670,France,36,Male,119547.46,1,5,1,1,762,42693.65,0
Perry,15705506,Spain,38,Male,0,2,7,0,0,751,90839.61,0
Howell,15599535,Spain,28,Male,138668.18,1,5,1,1,678,54144.01,0
Ricci,15768449,France,37,Female,51582.5,2,7,1,1,634,184312.88,0
Smith,15725002,France,37,Male,0,2,7,1,0,749,20306.79,0
Rossi,15611682,Spain,37,Male,169902.92,1,6,1,1,590,128256.18,0
Jones,15749964,France,27,Female,87262.4,2,4,1,0,610,182720.07,0
Quezada,15678779,France,33,Male,0,2,7,0,1,502,4082.52,0
McCulloch,15752601,France,40,Female,0,2,7,0,0,578,102233.73,0
Tobeolisa,15758477,France,32,Female,0,2,2,1,0,547,132002.83,0
Black,15629133,France,27,Female,0,2,9,1,0,579,126838.7,0
Fraser,15604963,France,39,Male,0,2,5,0,0,661,181461.46,0
Green,15796413,France,46,Male,0,2,6,1,0,794,195325.74,0
Allan,15812470,France,61,Male,0,2,5,0,1,719,29132.43,0
Akudinobi,15587443,France,69,Female,0,2,1,1,1,728,131804.86,0
Walker,15689692,Germany,19,Male,150348.37,1,3,1,1,598,173784.04,0
Olisaemeka,15779586,Germany,46,Female,115074.02,2,3,1,0,822,26249.86,0
Arcuri,15667588,Spain,40,Female,0,1,3,1,1,670,182650.15,0
Liu,15624423,France,28,Male,99986.98,1,8,1,0,850,196582.55,0
Flemming,15591107,Germany,68,Female,110357,1,3,0,0,723,141977.54,1
Bischof,15748986,Germany,42,Male,166685.92,2,8,1,1,705,55313.51,0
John,15793896,Spain,40,Male,95312.8,1,7,1,1,677,62944.75,0
Sinnett,15620570,France,43,Male,202443.47,1,4,1,0,736,72375.03,0
Ts'ui,15727811,Germany,47,Female,109493.62,1,0,0,0,661,188324.01,1
Pokrovsky,15707681,Germany,38,Male,88977.39,2,9,0,1,501,133403.07,0
Azarov,15702030,France,29,Female,104982.57,1,2,1,0,516,157378.5,0
McCarthy,15673238,Germany,59,Female,154110.99,2,8,1,0,517,101240.08,1
Simpson,15604196,France,32,Male,185714.28,1,6,1,1,766,102502.5,0
Stevenson,15769356,Germany,23,Female,116022.53,2,3,1,1,520,37577.66,0
Moore,15665590,France,46,Male,0,2,6,1,1,541,83456.67,0
Chill,15572361,Germany,34,Female,164011.48,1,2,1,0,790,199420.41,0
Moore,15667460,France,31,Male,0,2,9,1,1,797,24748.89,0
Su,15654760,France,40,Male,101514.89,1,1,1,1,811,121765,0
Rees,15632669,Spain,32,Female,0,2,4,1,1,722,113666.48,0
Lung,15613673,France,28,Male,0,1,9,1,0,675,134110.93,0
Thomas,15698522,Germany,39,Male,134599.33,2,9,1,0,660,183095.87,0
Fuller,15741633,Spain,32,Male,147511.26,1,10,1,1,566,159891.03,0
Trevisani,15674583,France,25,Male,78396.08,1,0,1,1,768,8316.19,0
Dumolo,15665374,Spain,31,Female,0,2,5,0,0,610,63736.36,0
Wu,15588854,France,31,Female,110581.29,1,3,1,1,715,94715.24,0
Kerr,15810716,Germany,42,Male,151836.36,2,8,1,0,750,68695.38,0
Geoghegan,15776921,Germany,45,Male,83624.55,2,5,0,0,431,36899.62,0
Bailey,15569394,France,24,Male,148197.15,2,2,1,0,704,182775.08,0
Hsia,15788215,Spain,30,Female,122924.75,1,5,0,0,535,62390.59,1
Holden,15641007,France,38,Female,72594,1,4,1,1,614,76042.48,0
Milani,15594651,France,38,Male,115221.36,1,4,0,1,748,70956.75,0
Jamieson,15575146,Germany,51,Male,117808.74,2,8,1,1,492,67311.12,0
Ndubueze,15608916,France,40,Male,147754.68,1,7,1,1,573,110454.46,0
Abramova,15666297,Spain,53,Female,0,3,3,0,0,706,88479.02,1
Wetherspoon,15598586,France,31,Male,113292.17,1,10,1,1,680,122639.73,0
Middleton,15665014,Spain,36,Male,0,2,5,1,0,458,79723.78,0
Arcuri,15701738,Germany,44,Male,115163.38,1,2,1,1,612,97677.52,1
Calabrese,15650591,Germany,50,Male,118098.62,1,10,1,1,809,100720.02,1
Hampton,15652667,France,39,Male,0,2,9,1,1,590,104730.52,0
Clayton,15679622,France,35,Male,0,1,8,1,1,602,22499.29,0
Otutodilichukwu,15730150,Spain,37,Male,120825.7,1,0,1,0,540,28257.89,0
Chukwuemeka,15813192,France,25,Male,0,2,6,0,1,494,109988.09,0
Douglas,15606554,France,29,Male,0,1,1,0,1,797,149991.32,0
Galloway,15611794,Germany,61,Male,133845.28,2,6,1,1,526,45180.8,0
Sochima,15672357,Spain,38,Male,0,2,7,1,0,631,181605.85,0
Wilkins,15711759,France,29,Female,108541.04,1,5,1,1,576,126469.09,0
Rice,15615296,France,39,Male,0,1,10,1,0,405,160810.85,1
Pope,15699294,France,30,Male,0,2,1,0,0,555,88146.86,0
Romani,15788634,Spain,37,Female,113817.06,1,2,0,0,750,88333.74,0
Ch'ang,15660871,France,28,Male,137300.23,1,8,1,0,665,90174.83,0
Chizuoke,15618258,Spain,37,Male,158024.38,1,5,1,0,640,81298.09,0
Ireland,15722535,France,33,Female,127837.54,1,7,0,1,457,60013.17,0
Finch,15711977,France,36,Male,161533,1,4,1,0,695,100940.91,0
Meng,15690169,France,31,Male,161171.7,2,7,1,0,645,12599.94,1
Hibbins,15790689,Spain,32,Male,80958.36,1,9,1,1,647,128590.73,0
Chung,15665181,Spain,25,Male,0,2,7,0,1,808,23180.37,0
Black,15633608,France,33,Male,146193.6,2,2,1,1,641,55796.83,1
Balashov,15805261,Spain,29,Male,0,2,8,0,1,700,152097.02,0
Palmer,15740356,Germany,26,Male,115021.76,1,4,0,1,660,162443.05,0
Lea,15808223,Spain,41,Male,126773.43,1,1,1,1,615,55551.26,0
Singleton,15769980,Germany,40,Female,92889.91,1,3,1,1,705,109496.69,0
Burt,15675450,France,48,Male,0,2,9,1,1,718,72105.63,0
Siciliano,15776494,France,61,Male,146622.35,1,5,1,1,754,41815.22,1
Sun,15592412,Germany,45,Male,131038.14,1,4,1,0,713,74005.04,1
Sauve,15777452,France,46,Female,88820.29,1,6,0,0,587,70224.34,0
Thompson,15692258,Spain,31,Male,115406.97,1,1,0,0,569,145528.22,0
Boni,15791045,France,38,Female,132951.92,1,3,0,1,568,124486.28,0
Wood,15807889,Germany,74,Male,108891.7,1,5,1,0,634,10078.02,0
Buccho,15602043,Germany,46,Female,141788.63,2,5,0,0,770,164967.21,0
Spencer,15807335,Spain,64,Female,116954.32,1,4,1,1,676,91149.48,0
Eidson,15629985,Germany,47,Female,90450,2,10,0,0,723,103379.31,1
Hung,15679453,Germany,39,Female,125997.22,1,8,1,1,614,128049.34,1
Melvin,15637315,Spain,41,Female,0,2,3,1,0,601,54342.83,0
Dawkins,15691513,France,60,Male,0,4,9,1,1,592,13614.01,1
Rizzo,15622289,Spain,36,Female,0,2,9,0,1,605,35521.63,0
Capon,15715184,Spain,31,Female,144637.86,2,4,1,0,752,40496.72,0
Ts'ao,15702801,France,29,Female,86616.35,1,3,0,0,677,91903.9,1
Johnstone,15719931,France,31,Male,0,2,8,1,0,850,178667.7,0
Fleming,15806081,Germany,48,Female,127924.25,2,2,1,0,608,32202.61,0
Chang,15796336,Spain,34,Female,0,2,9,1,0,786,117034.32,0
Gibbs,15647306,France,29,Female,131240.61,1,9,1,1,777,163746.09,1
Rita,15742369,Spain,31,Male,0,2,5,1,1,667,20346.69,0
Munro,15655859,Spain,35,Male,120046.74,2,5,1,0,848,84710.65,0
Duncan,15675650,France,39,Female,97819.36,1,8,0,1,486,120531.31,0
Okwuadigbo,15574119,Spain,64,Female,62979.93,1,1,1,1,598,152273.57,0
McIntosh,15754168,France,40,Female,0,1,3,1,1,506,144345.58,0
Ch'iu,15763029,Germany,46,Male,161450.03,1,9,1,1,612,96961,1
Watt,15765048,France,30,Male,0,2,3,1,0,545,170307.43,0
Udinese,15786215,France,56,Male,119496.25,2,8,1,0,793,29880.99,0
Clark,15707559,France,30,Female,0,2,9,1,1,682,195104.91,0
Hsia,15582129,France,62,Male,43772.66,3,1,1,0,517,187756.24,1
Obiuto,15687540,France,32,Male,100249.41,2,9,0,1,684,67599.69,0
T'ien,15787196,Spain,46,Male,0,2,2,1,1,692,105983.09,0
McKenzie,15670898,France,60,Female,108028.08,2,5,0,0,740,25980.42,1
Tang,15775433,Germany,71,Male,53013.29,2,1,1,1,666,112222.64,0
Tu,15700693,France,68,Male,0,2,2,1,1,693,59864.96,0
Tsui,15677955,Germany,33,Male,122088.67,1,1,1,0,757,42581.09,0
Lynch,15570086,Germany,18,Male,90544,1,9,0,1,684,4777.23,0
Hung,15794875,Spain,35,Male,0,2,6,0,1,691,178038.17,0
Oluchukwu,15673591,France,44,Male,141252.18,4,3,0,1,842,128521.16,1
Tuan,15631756,France,35,Female,147813.05,2,5,0,0,482,109029.72,0
Lewis,15757617,France,55,Male,134140.68,1,6,1,0,735,2267.88,0
Chidiebere,15612729,France,63,Female,0,2,7,1,1,681,55054.48,0
Woolacott,15637857,France,31,Female,0,1,8,0,1,616,76456.17,0
Yen,15681007,France,35,Female,128548.49,4,2,1,0,850,75478.95,1
Service,15593622,France,43,Male,122198.21,2,10,0,1,635,179144.54,0
Lin,15629273,Germany,42,Male,145177.84,1,8,1,0,638,193471.74,1
Chuang,15765846,Spain,31,Female,94222.53,1,2,1,0,820,103570.8,0
Akhtar,15596013,Germany,58,Female,143212.22,1,1,0,0,694,102628.56,1
Faulkner,15722473,France,41,Male,0,2,3,1,0,713,55772.04,0
Liang,15774936,Germany,41,Male,143350.41,1,6,1,1,543,192070.16,1
Dancy,15685640,France,41,Female,130931.83,1,3,1,1,649,144808.37,0
Duigan,15566563,France,30,Female,137851.31,1,4,1,0,777,5008.23,1
McLean,15768746,France,33,Male,0,2,6,0,0,561,173680.39,0
Zuyeva,15689952,Spain,41,Male,0,1,5,0,1,724,115753.94,0
Hankinson,15725906,Spain,51,Female,0,1,8,1,1,665,38928.48,1
Wei,15634501,France,60,Male,140614.15,1,1,0,1,441,174381.23,0
Afamefula,15571940,Spain,22,Male,118680.57,1,3,1,1,579,49829.8,0
Chiang,15741643,Germany,35,Male,122917.69,1,7,1,1,777,76169.68,0
Myers,15806822,France,36,Female,0,2,0,0,0,739,133465.57,0
Chinedum,15701166,France,40,Male,131754.11,2,5,1,1,660,38761.61,0
Ukaegbunam,15718531,France,35,Female,0,2,8,1,1,554,176779.46,0
Akubundu,15628308,France,24,Female,0,2,6,1,1,850,13159.9,0
Sal,15585287,Germany,35,Female,119948.09,1,9,1,0,842,48217.97,1
Stevenson,15781619,France,38,Female,0,1,1,1,0,785,134964.85,1
Sutherland,15805162,France,25,Male,0,2,0,1,1,550,184221.11,0
Ts'ao,15588535,Spain,39,Female,0,2,6,0,0,750,19264.33,0
Sung,15775307,Spain,38,Female,97266.1,1,3,1,1,490,92797.23,0
Pisani,15777616,Germany,28,Male,113690.83,1,10,1,0,605,33114.24,0
Hs?eh,15692291,Spain,42,Female,99056.22,2,6,1,0,563,154347.95,1
Sherrod,15680843,France,34,Male,0,2,8,1,1,675,184842.21,0
Holloway,15606232,Spain,36,Female,116338.68,1,7,1,1,621,155743.48,0
Newton,15641585,France,40,Male,97339.99,1,6,0,1,850,88815.25,0
Kang,15684358,France,41,Male,0,2,3,1,1,711,193747.57,0
Walton,15806389,Germany,55,Female,137592.31,2,1,0,1,549,116548.02,1
Bradley,15641860,Germany,34,Male,108760.27,2,6,1,0,764,166324.79,1
Watkins,15814237,Germany,30,Male,128770.88,2,3,1,1,627,40199.01,0
Tien,15808780,France,34,Female,0,2,2,0,0,850,51919.04,0
Davide,15767064,Spain,36,Female,44054.84,1,1,1,1,614,73329.08,0
Milne,15751177,Germany,44,Female,119657.53,1,2,1,0,685,145387.05,1
Barling,15613427,Germany,49,Female,108797.63,2,7,0,0,683,140763.18,0
Barnett,15647259,Spain,35,Male,0,2,2,0,0,643,67979.35,0
Ellis,15748660,Germany,49,Female,102025.32,1,1,1,0,561,133051.64,1
Hsia,15726695,Spain,20,Female,122446.61,2,9,1,0,601,86791.9,0
Chukwujamuike,15757473,France,27,Female,158786.67,2,7,0,1,766,47579.25,0
Venables,15809509,France,29,Male,125689.29,1,3,1,1,699,151623.71,0
Hsia,15715512,Germany,29,Male,154640.41,1,1,1,1,850,164039.51,0
Alexander,15614168,Germany,50,Female,146710.76,1,4,1,0,792,16528.4,1
Yuan,15679818,Germany,67,Male,136709.35,1,7,0,1,636,66753.1,1
Johnston,15609928,Germany,43,Male,129305.09,2,5,0,1,850,19244.58,0
Hobler,15731246,Spain,40,Male,0,2,10,1,0,628,103832.58,0
Jamieson,15685243,France,63,Female,0,2,10,0,1,736,502.7,0
Macleod,15638730,France,21,Female,82844.33,2,0,0,1,711,1408.68,0
Norris,15697034,Spain,22,Female,0,2,2,0,1,583,5985.36,0
Pirozzi,15699225,France,46,Male,0,2,0,1,0,757,37460.05,0
Folliero,15677387,Germany,33,Female,76692.22,1,10,0,1,749,30396.43,0
Russell,15759184,France,34,Male,117715.84,1,7,1,0,705,2498.67,0
Hsiung,15595991,France,54,Male,87105.32,1,8,1,1,585,55346.14,0
Tate,15681332,France,43,Female,0,1,6,1,0,437,148330.97,1
Davis,15756299,France,64,Female,69311.16,1,2,1,1,741,59237.72,0
Bair,15750547,France,26,Male,0,2,9,1,1,738,48644.94,0
Drury,15566380,Spain,33,Female,66948.67,2,10,1,1,586,140759.03,0
Padovano,15675963,France,57,Female,0,2,9,1,1,627,107712.42,0
Conway,15674671,Spain,76,Male,128410.71,2,2,1,1,551,181718.73,0
Waters,15621466,Germany,38,Male,99897.53,1,3,0,0,606,37054.65,0
Kang,15607176,France,22,Male,0,1,3,1,1,674,173940.59,0
Martin,15570299,Germany,31,Female,152622.34,1,6,1,0,584,99298.8,0
Ugochukwutubelum,15613197,France,40,Male,0,2,8,1,0,590,62933.03,0
Burns,15798885,France,56,Male,138227.19,2,4,1,1,585,55287.84,0
Genovese,15714883,France,25,Female,111395.53,1,2,0,1,508,48197.06,0
